od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,OD0,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8,OD9,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,
1954,28,6,27,5,0,0,dms,AM,4.33,1,-111.911824,40.577722,-111.938753,40.552997,6.4324,5.4655,3.3969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1955,28,7,27,6,0,0,p,AM,3.05,1,-111.911824,40.577722,-111.929153,40.555761,5.5078,4.3462,2.7012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1956,28,7,27,6,0,0,dms,AM,3.05,1,-111.911824,40.577722,-111.929153,40.555761,5.5078,4.3462,2.7012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1957,28,8,27,7,0,0,p,AM,0.48,1,-111.911824,40.577722,-111.902749,40.557151,2.2577,1.5492,0.9629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1958,28,8,27,7,0,0,dms,AM,0.48,1,-111.911824,40.577722,-111.902749,40.557151,2.2577,1.5492,0.9629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1959,28,9,27,8,0,0,p,AM,20.78,1,-111.911824,40.577722,-111.899113,40.558973,2.4309,1.6541,1.0281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1960,28,9,27,8,0,0,dms,AM,20.78,1,-111.911824,40.577722,-111.899113,40.558973,2.4309,1.6541,1.0281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1961,28,10,27,9,0,0,p,AM,1.36,1,-111.911824,40.577722,-111.897106,40.569721,2.1649,1.3848,0.8606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1962,28,10,27,9,0,0,dms,AM,1.36,1,-111.911824,40.577722,-111.897106,40.569721,2.1649,1.3848,0.8606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1963,28,11,27,10,0,0,p,AM,27.73,1,-111.911824,40.577722,-111.901030,40.587971,1.8769,1.5587,0.9687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1964,28,11,27,10,0,0,dms,AM,27.73,1,-111.911824,40.577722,-111.901030,40.587971,1.8769,1.5587,0.9687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1965,28,12,27,11,0,0,p,AM,0.74,1,-111.911824,40.577722,-111.906610,40.605960,4.3416,3.1155,1.9363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1966,28,12,27,11,0,0,dms,AM,0.74,1,-111.911824,40.577722,-111.906610,40.605960,4.3416,3.1155,1.9363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1967,28,13,27,12,0,0,p,AM,14.07,1,-111.911824,40.577722,-111.902804,40.610814,5.2651,4.0014,2.4869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1968,28,13,27,12,0,0,dms,AM,14.07,1,-111.911824,40.577722,-111.902804,40.610814,5.2651,4.0014,2.4869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1969,28,14,27,13,0,0,p,AM,17.26,1,-111.911824,40.577722,-111.901884,40.620828,6.5654,5.0610,3.1454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1970,28,14,27,13,0,0,dms,AM,17.26,1,-111.911824,40.577722,-111.901884,40.620828,6.5654,5.0610,3.1454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1971,28,15,27,14,0,0,p,AM,6.47,1,-111.911824,40.577722,-111.910059,40.625783,6.1205,4.7290,2.9391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1972,28,15,27,14,0,0,dms,AM,6.47,1,-111.911824,40.577722,-111.910059,40.625783,6.1205,4.7290,2.9391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1973,28,16,27,15,0,0,p,AM,8.07,1,-111.911824,40.577722,-111.929192,40.626782,7.7998,6.3958,3.9750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1974,28,16,27,15,0,0,dms,AM,8.07,1,-111.911824,40.577722,-111.929192,40.626782,7.7998,6.3958,3.9750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1975,28,17,27,16,0,0,p,AM,6.30,1,-111.911824,40.577722,-111.933868,40.616707,7.3338,6.9882,4.3432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1976,28,17,27,16,0,0,dms,AM,6.30,1,-111.911824,40.577722,-111.933868,40.616707,7.3338,6.9882,4.3432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1977,28,18,27,17,0,0,p,AM,6.13,1,-111.911824,40.577722,-111.934202,40.630776,9.0419,8.5356,5.3049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1978,28,18,27,17,0,0,dms,AM,6.13,1,-111.911824,40.577722,-111.934202,40.630776,9.0419,8.5356,5.3049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1979,28,19,27,18,0,0,p,AM,7.98,1,-111.911824,40.577722,-111.933963,40.567876,5.7241,3.8684,2.4042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1980,28,19,27,18,0,0,dms,AM,7.98,1,-111.911824,40.577722,-111.933963,40.567876,5.7241,3.8684,2.4042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1981,28,20,27,19,0,0,p,AM,5.95,1,-111.911824,40.577722,-111.924114,40.567177,4.7826,3.0666,1.9059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1982,28,20,27,19,0,0,dms,AM,5.95,1,-111.911824,40.577722,-111.924114,40.567177,4.7826,3.0666,1.9059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1983,28,21,27,20,0,0,p,AM,15.92,1,-111.911824,40.577722,-111.913648,40.554715,3.6521,2.5174,1.5646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1984,28,21,27,20,0,0,dms,AM,15.92,1,-111.911824,40.577722,-111.913648,40.554715,3.6521,2.5174,1.5646,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1985,28,22,27,21,0,0,p,AM,8.08,1,-111.911824,40.577722,-111.900748,40.562521,1.6655,1.1180,0.6949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1986,28,22,27,21,0,0,dms,AM,8.08,1,-111.911824,40.577722,-111.900748,40.562521,1.6655,1.1180,0.6949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1987,28,23,27,22,0,0,p,AM,3.71,1,-111.911824,40.577722,-111.902492,40.575680,2.7472,1.8554,1.1532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1988,28,23,27,22,0,0,dms,AM,3.71,1,-111.911824,40.577722,-111.902492,40.575680,2.7472,1.8554,1.1532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1989,28,24,27,23,0,0,p,AM,20.86,1,-111.911824,40.577722,-111.907451,40.592344,2.7878,2.0256,1.2589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1990,28,24,27,23,0,0,dms,AM,20.86,1,-111.911824,40.577722,-111.907451,40.592344,2.7878,2.0256,1.2589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1991,28,25,27,24,0,0,p,AM,1.42,1,-111.911824,40.577722,-111.923428,40.584054,3.1199,2.3717,1.4740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1992,28,25,27,24,0,0,dms,AM,1.42,1,-111.911824,40.577722,-111.923428,40.584054,3.1199,2.3717,1.4740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1993,28,26,27,25,0,0,p,AM,2.80,1,-111.911824,40.577722,-111.921418,40.591609,3.1023,2.3829,1.4810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1994,28,26,27,25,0,0,dms,AM,2.80,1,-111.911824,40.577722,-111.921418,40.591609,3.1023,2.3829,1.4810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1995,28,27,27,26,0,0,p,AM,4.32,1,-111.911824,40.577722,-111.943605,40.584092,4.8959,4.1535,2.5814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1996,28,27,27,26,0,0,dms,AM,4.32,1,-111.911824,40.577722,-111.943605,40.584092,4.8959,4.1535,2.5814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1997,28,30,27,29,0,0,p,AM,2.74,1,-111.911824,40.577722,-111.901834,40.584029,1.3453,0.8714,0.5416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1998,28,30,27,29,0,0,dms,AM,2.74,1,-111.911824,40.577722,-111.901834,40.584029,1.3453,0.8714,0.5416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1999,28,31,27,30,0,0,p,AM,8.55,1,-111.911824,40.577722,-111.944074,40.606326,6.3297,5.8072,3.6092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2000,28,31,27,30,0,0,dms,AM,8.55,1,-111.911824,40.577722,-111.944074,40.606326,6.3297,5.8072,3.6092,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2001,28,32,27,31,0,0,p,AM,5.70,1,-111.911824,40.577722,-111.943375,40.616454,7.2661,6.9501,4.3195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2002,28,32,27,31,0,0,dms,AM,5.70,1,-111.911824,40.577722,-111.943375,40.616454,7.2661,6.9501,4.3195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2003,28,33,27,32,0,0,p,AM,2.48,1,-111.911824,40.577722,-111.943535,40.568001,6.6050,5.9401,3.6918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2004,28,33,27,32,0,0,dms,AM,2.48,1,-111.911824,40.577722,-111.943535,40.568001,6.6050,5.9401,3.6918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2005,28,34,27,33,0,0,p,AM,14.04,1,-111.911824,40.577722,-111.934408,40.607297,5.8878,5.5583,3.4545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2006,28,34,27,33,0,0,dms,AM,14.04,1,-111.911824,40.577722,-111.934408,40.607297,5.8878,5.5583,3.4545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2007,28,35,27,34,0,0,p,AM,2.04,1,-111.911824,40.577722,-111.924502,40.617134,7.4784,6.1535,3.8244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2008,28,35,27,34,0,0,dms,AM,2.04,1,-111.911824,40.577722,-111.924502,40.617134,7.4784,6.1535,3.8244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2009,28,36,27,35,0,0,p,AM,3.25,1,-111.911824,40.577722,-111.908054,40.616174,5.8404,4.1387,2.5722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2010,28,36,27,35,0,0,dms,AM,3.25,1,-111.911824,40.577722,-111.908054,40.616174,5.8404,4.1387,2.5722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2011,28,37,27,36,0,0,p,AM,6.51,1,-111.911824,40.577722,-111.934352,40.576870,5.3802,4.2083,2.6155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2012,28,37,27,36,0,0,dms,AM,6.51,1,-111.911824,40.577722,-111.934352,40.576870,5.3802,4.2083,2.6155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2013,28,38,27,37,0,0,p,AM,5.68,1,-111.911824,40.577722,-111.936589,40.553565,6.8093,5.0726,3.1527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2014,28,38,27,37,0,0,dms,AM,5.68,1,-111.911824,40.577722,-111.936589,40.553565,6.8093,5.0726,3.1527,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2015,28,39,27,38,0,0,p,AM,2.25,1,-111.911824,40.577722,-111.908153,40.571760,2.1782,1.3360,0.8303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2016,28,39,27,38,0,0,dms,AM,2.25,1,-111.911824,40.577722,-111.908153,40.571760,2.1782,1.3360,0.8303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2017,28,40,27,39,0,0,p,AM,1.00,1,-111.911824,40.577722,-111.915638,40.613722,5.8986,4.3767,2.7201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2018,28,40,27,39,0,0,dms,AM,1.00,1,-111.911824,40.577722,-111.915638,40.613722,5.8986,4.3767,2.7201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2019,28,41,27,40,0,0,p,AM,27.46,1,-111.911824,40.577722,-111.938760,40.630427,7.9653,8.0860,5.0255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2020,28,41,27,40,0,0,dms,AM,27.46,1,-111.911824,40.577722,-111.938760,40.630427,7.9653,8.0860,5.0255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2021,30,9,29,8,0,0,p,AM,0.10,1,-111.901834,40.584029,-111.899113,40.558973,2.9037,2.1076,1.3099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2022,30,9,29,8,0,0,dms,AM,0.10,1,-111.901834,40.584029,-111.899113,40.558973,2.9037,2.1076,1.3099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2023,30,11,29,10,0,0,p,AM,0.14,1,-111.901834,40.584029,-111.901030,40.587971,1.3011,0.8526,0.5299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2024,30,11,29,10,0,0,dms,AM,0.14,1,-111.901834,40.584029,-111.901030,40.587971,1.3011,0.8526,0.5299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2025,30,24,29,23,0,0,p,AM,0.10,1,-111.901834,40.584029,-111.907451,40.592344,2.2119,1.3195,0.8201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2026,30,24,29,23,0,0,dms,AM,0.10,1,-111.901834,40.584029,-111.907451,40.592344,2.2119,1.3195,0.8201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2027,30,41,29,40,0,0,p,AM,0.14,1,-111.901834,40.584029,-111.938760,40.630427,8.4108,8.3728,5.2037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2028,30,41,29,40,0,0,dms,AM,0.14,1,-111.901834,40.584029,-111.938760,40.630427,8.4108,8.3728,5.2037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2029,31,1,30,0,0,0,p,AM,10.77,1,-111.944074,40.606326,-111.942300,40.624038,2.8503,2.7633,1.7174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2030,31,1,30,0,0,0,dms,AM,10.77,1,-111.944074,40.606326,-111.942300,40.624038,2.8503,2.7633,1.7174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2031,31,2,30,1,0,0,p,AM,8.07,1,-111.944074,40.606326,-111.943739,40.609520,1.5734,1.2674,0.7877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2032,31,2,30,1,0,0,dms,AM,8.07,1,-111.944074,40.606326,-111.943739,40.609520,1.5734,1.2674,0.7877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2033,31,3,30,2,0,0,p,AM,16.28,1,-111.944074,40.606326,-111.943604,40.587762,2.9286,2.8698,1.7836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2034,31,3,30,2,0,0,dms,AM,16.28,1,-111.944074,40.606326,-111.943604,40.587762,2.9286,2.8698,1.7836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2035,31,4,30,3,0,0,p,AM,0.78,1,-111.944074,40.606326,-111.944442,40.573253,4.7159,4.5710,2.8409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
2036,31,4,30,3,0,0,dms,AM,0.78,1,-111.944074,40.606326,-111.944442,40.573253,4.7159,4.5710,2.8409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
